id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
96	Pnar	pbv		8	59	1	Ring, Hiram. 2011. A phonetic description and phonemic analysis of Jowai-Pnar. Mon-Khmer Studies 40.133–175.		0	25.530839	92.287216			0
97	Hmong Njua (Green Hmong)	hnj		23	124	1	"Mortensen, David. ""Preliminaries to Mong Leng (Hmong Njua) Phonology."" (2004) Unpublished, UC Berkeley. (http://www.davidmortensen.org/papers/mong_leng_phonology.pdf, accessed 2014.09.05)."		0	19.430668	103.531051			0
98	Livonian (Vidzeme)	liv		15	96	2	Moseley, Christopher. 2002. Livonian. Languages of the World/Materials 144. Lincom Europa		0	57.7	22.5			0
99	Lizu			4	37	1	Chirkova, Katia; and Yiya Chen. 2013. Lizu. Journal of the International Phonetic Association 43.75–86.		0	28.343583	101.344917			0
100	Mah Meri	mhe		8	56	1	Kruspe, Nicole; and John Hajek. 2009. Mah Meri. Journal of the International Phonetic Association 39.241–248.		0	2.634804	101.72108			0
101	Bhojpuri	bho		3	11	1	Verma, Mahindra K. 2003. Bhojpuri. The Indo-Aryan Languages, ed. by Dhanesh Jain and George Cardona. Routledge.		0	25.466155	84.5222189			0
102	Muria Gondi	mut		12	82	1	Steever, Sanford B. 1998. Gondi. The Dravidian languages, ed. by Sanford B. Steever, 270–297. Routledge language family descriptions. London ; New York: Routledge.		0	19.1071317	81.9534815			0
103	Skolt Saami (Suõʹnnʼjel)	sms		15	101	2	Feist, Timothy. 2010. A grammar of Skolt Saami. Manchester, UK: The University of Manchester	/f/ is restricted to loanwords. /ø/ and /y/ might also be marginally included. Palatalization might be analyzed as a suprasegmental feature (in this case the palatalized consonants, /ç/, /e/, /ue/, /ie/, /ii/, /ui/ are to be removed from the table). Both vowels and consonants have three phonemic lengths, but this can be alternatively analyzed segmentally or prosodically. Preaspiration is not phonemic.	0	68.5	29.5			0
104	Hakka Chinese	hak		4	38	1	Lee, Wai-Sum; and Eric Zee. 2009. Hakka Chinese. Journal of the International Phonetic Association 39.107–111; Hashimoto, Mantaro J. 1973. The Hakka Dialect: A Linguistic Study of Its Phonology, Syntax and Lexicon. Cambridge University Press.		0	24.321389	116.119444			0
105	Burushaski (Hunza)	bsk		28	132	2	Anderson, Gregory D.S. 1997. Burushaski phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 1021–1041. Winona Lake, Indiana: Eisenbrauns.	The previously postulated tonal distinctions are now considered to be moraic stress.	0	36.33	74.66			0
106	Standard Chinese (Beijing)	cmn		4	38	1	Lee, Wai-Sum; and Eric Zee. 2003. Standard Chinese (Beijing). Journal of the International Phonetic Association 33.109–112.		0	39.90403	116.4075			0
107	Southern Balochi	bcc		3	14	2	Elfenbein, Josef. 1997. Balochi phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 761–776. Winona Lake, Indiana: Eisenbrauns	/f/, /q/, /ʔ/ are found in careful educated speech.	0	25.2	62.3			0
108	Walungge	ola		4	41	1	Bartram, Cathryn Virginia. 2011. An investigation of tone in Walungge. School of Oriental and African Studies. http://core.kmi.open.ac.uk/download/pdf/9427212.pdf.	“Apart from suffixes (e.g. /3i/ ‘POSS’, which are not of themselves phonological words (see 5.4.1)), no words have be found with a short vowel nucleus and neither onset nor coda.” (p. 79)	0	27.79252	87.835522			0
109	Munji	mnj		3	14	2	Грюнберг, А.Л. 1972. Языки восточного Гиндукуша. Мунджанский язык. Ленинград: Наука, Ленинградское отделение	/q/, /χ/, /h/, /a/ are only found in borrowings.	0	35.5945317	70.6146942			0
110	Alutor	alr		24	127	2	Кибрик, А.Е., Кодзасов, С.В., Муравьёва И.А. 2000. Язык и фольклор алюторцев. Москва: ИМЛИ РАН Наследие	/o̞̜/ and /e̞/ might also be marginal phonemes.	0	60.2	165.5			0
111	Soutern Tai (Nakhon Si Thammarat)	sou		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.		0	8.4303975	99.963			0
112	Assamese (Standard)	asm		3	11	1	Goswami, G.C.; and Jyoprakash Tamuli. 2003. Asamiya. The Indo-Aryan Languages, ed. by Dhanesh Jain and George Cardona, 391–443. Routledge.		0	26.1445169	91.7362365			0
113	Adyghe	ady		21	121	1	Arkadʹev, P. M., and Ya. G. Testelet︠s︡ (eds.) 2009. Aspekty polisintetizma: ocherki po grammatike adygeĭskogo iazyka. Moskva: RGGU.		0	45.016459	40.23273			0
114	Lezgian (Güne)	lez		5	47	2	Haspelmath, Martin. 1995. A Grammar of Lezgian. The Hague: Mouton de Gruyter.	Palatalized consonants and word-initial clusters only exist as a result of  T = voiceless obstruent D = obstruent that is not voiceless, non-ejective and non-aspirated S = voiceless fricative K = voiceless non-ejective non-aspirated obstruent M = sonorant	0	41.6	48.3			0
115	Lak (Kumux)	lbe		5	46	2	Anderson, Gregory D.S. 1997. Lak phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 973–997. Winona Lake, Indiana: Eisenbrauns.		0	42.17	47.12			0
116	Erzya (Standard)	myv		15	98	2	Rueter, Jack. 2010. Adnominal person in the morphological system of Erzya. Helsinki: Société Finno-Ougrienne		0	54.5	46.0			0
117	Wymysorys	wym		3	8	2	Ritchie, Carlo. 2012. Some considerations on the origins of Wymysorys. Sydney: University of Sydney		0	49.9166289	19.1520875			0
118	Ukrainian (Standard)	ukr		3	16	2	Buk, Solomija; Mačutek, Ján; Rovenchak, Andrij. 2008. Some properties of the Ukrainian writing system. (http://arxiv.org/ftp/arxiv/papers/0802/0802.4198.pdf)		0	50.0	31.5			1
119	Forest Nenets			15	102	2	Salminen, Tapani. 2007. Notes on Forest Nenets phonology. // Sámit, sánit, sátnehámit. Riepmočála Pekka Sammallahtii miessemánu 21. beaivve 2007. Suomalais-Ugrilaisen Seuran Toimituksia = Mémoires de la Société Finno-Ougrienne 253. Helsinki	/r/ is restricted to recent borrowings; /o̞/ and /e̞/ are rather marginal. /ə̆/ is probably better understood as a suprasegmental element.	0	64.9	77.8			0
120	Ishkashimi	isk		3	14	2	Пахалина, Т.Н. 1959. Ишкашимский язык. Очерк фонетики и грамматики. Тексты и словарь. Москва: Издательство Академии наук СССР	/h/ is a recent innovation. /ɭ/ is not used by all speakers.	0	36.727222	71.611667			0
121	Juhuri	jdt		3	14	2	Authier, Gilles. 2012. Grammaire juhuri, ou judéo-tat, langue iranienne du Caucase de l'est. Wiesbaden: Reichert, 2012; Дадашев, Михаил. 2006. Русско-татский (горско-еврейский) словарь. Гофноме эз уруси э жугьури. Москва: Собрание	/ɨ/ and /f/ are for some reason missing from Authier 2012.	0	42.0674251	48.2890907		Judeo-Tat	0
122	Northern Thai (Chieng Mai)	nod		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	0	18.787747	98.993128			0
123	Eastern Mari			15	97	2	Галкин, И.С.; Исанбаев, Н.И.; Пенгитов, Н.Т.; Барцева З.Ф. (eds.) 1960. Современный марийский язык. Фонетика. Йошкар-Ола: Марийское книжное издательство		0	56.9	51.0			0
124	Themchen Tibetan			4	41	1	Haller, Felix. 2004. Dialekt und Erzählungen von Themchen: sprachwissenschaftliche Beschreibung eines Nomadendialektes aus Nord-Amdo. Beiträge zur tibetischen Erzählforschung Bd. 14. Bonn: VGH Wissenschaftsverlag.		0	37.437613	98.936179			0
125	Norwegian (Standard Østnorsk)	nor		3	8	3	Kristoffersen, Gjert. 2000. The Phonology of Norwegian. New York, Oxford University Press.	An important point about the distribution of schwa in UEN is that stress reduction in Norwegian may not neutralize all vowels in schwa, as in English and Dutch; only /e/ may systematically alternate with schwa in stress reduction. This suggests that schwa should not be seen as an independent segment, but as a realizational variant of /e/ (Kristoffersen 2000: 21).	0	59.8938549	10.7851165			0
126	Central Khmer	khm		8	60	1	Haiman, John. 2011. Cambodian: Khmer. London Oriental and African language library v. 16. Amsterdam ; Philadelphia: John Benjamins Pub. Co.; Wayland, Ratree. 1998. An acoustic study of Battambang Khmer vowels. Mon-Khmer Studies 28.43–62.	When the vowel nucleus is short, there has to be a final consonant.	0	13.0286971	102.9896			0
127	Northern Altai (Kumandy)	atv		16	104	2	Селютина, И.Я. 2000. Фонетика языка кумандинцев как историко-лингвистический источник (экспериментально-фонетическое исследование). Якутск: Российская академия наук, Академия наук Республики Саха (Якутия), Институт гуманитарных исследований	Long vowels are pharyngealized in some words, it is unclear if this distinction is phonemic.	0	52.5	86.5			0
128	Nangchenpa Tibetan			4	41	1	Causemann, Margret. 1989. Dialekt und Erzählungen der Nangchenpas. Beiträge zur tibetischen Erzählforschung Bd. 11. Bonn: VGH Wissenschaftsverlag.	Pre-glottalised vowels were interpreted as biphonemic sequences following the source. Pre-nasalised and pre-glottalised consonantal segments are treated as biphonemic in the source. Breathy voice is ascribed both to some vowels and some consonantal segments — the full repertoire of breathy vowels was not given and may be exaggerated. Tone is predictable from voice and phonation. A full list of licit finals was not given.	0	32.206954	96.170717			0
129	Forest Enets	enf		15	102	2	Künnap, Ago. 1999. Enets. Language of the World/Materials 186. Lincom Europa		0	68.7	86.3			0
130	Humla Bhotia	hut		4	41	1	Wilde, Christopher P. 2001. Preliminary phonological analysis of the Limi dialect of Humla Bhotia. M.A. Thesis. University of Helsinki. http://doria17-kk.lib.helsinki.fi/handle/10024/5706.	Initial clusters with [w].	0	30.307	81.649			0
131	Shan (Hsi Paw)	shn		9	70	1	Gedney, William J. 1994. Southwestern Tai dialects: glossaries, texts and translations. Michigan papers on South and Southeast Asia no. 42. Ann Arbor, Mich.: Center for South and Southeast Asian Studies, University of Michigan.	Initial clusters were not investigated.	0	22.6236316	97.3			0
132	Phu Tai (Phanna Nikhom)	pht		9	70	1	Gedney, William J., and Thomas J. Hudak (eds.) 1997. William J. Gedney’s Tai dialect studies: glossaries, texts, and translations. Michigan papers on South and Southeast Asia no. 45. Ann Arbor, Mich: Center for South and Southeast Asian Studies, The University of Michigan.	Vowel length was not investigated.	0	17.323306	103.868			0
133	Thakali	ths		4	39	1	Georg, Stefan. 1996. Marphatan Thakali: Untersuchungen zur Sprache des Dorfes Marpha im Oberen Kāli-Gaṇḍaki-Tal/Nepal. LINCOM studies in Asian linguistics 2. München [i.e.] Unterschleissheim: LINCOM Europa.		0	28.79	83.68			0
134	Tai Nuea	tdd		9	70	1	Gedney, W. J. (1976). Notes on Tai Nuea. In Gething, T. W. (Ed.). Tai linguistics in honor of Fang-Kuei Li. Chulalongkorn University Press, 62-102.		0	24.119	100.0			0
135	Najdi Arabic	ars		17	112	1	Ingham, Bruce. 1994. Najdi Arabic: Central Arabian. Amsterdam; Philadelphia: J. Benjamins Pub. Co.		0	24.962309	45.770789			0
136	Korku	kfq		8	63	1	Zide, Norman H. 2008. Korku. The Munda Languages, ed. by Gregory D.S. Anderson, 256–298. Routledge language family series. London: Routledge.	"Some residual tonal contrasts are attested: ""...where a name ends in a vowel, the only morphological indicator of genitivity is the low tone..."" (258)."	0	21.3498094	77.49529			0
137	Uyghur (Xinjiang)	uig		16	106	2	Comrie, Bernard. 1997. Uyghur phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 913–925. Winona Lake, Indiana: Eisenbrauns.	/f/, /v/, /ts/, /ɕː/ may or may not be fully nativized.	0	43.8	87.6			0
138	Estonian (Standard)	ekk		15	96	2	Hebedová, Petra. 2013. Stručná gramatika estonštiny. Masarykova univerzita, Brno.	Initial clusters are resticted to borrowings and onomatopoeia. /ʃ/ and /f/ are only found in borrowings. Palatalization is stronger in the initial part of the consonants. Half-long, long and overlong vowels and consonants might be treated either as biphonemic sequences or prosodically depending on the analysis.	0	59.4	24.7			1
139	Dzongkha	dzo		4	41	1	Michailovsky, Boyd; and Martine Mazaudon. 1989. Lost syllables and tone contour in Dzongkha (Bhutan). In Sprigg, Richard Keith, David Bradley, Eugénie J. A. Henderson, and Martine Mazaudon (eds.) Prosodic analysis and Asian linguistics: to honour R.K. Sprigg. Canberra, A.C.T., Australia: Dept. of Linguistics, Research School of Pacific Studies, Australian National University, 115–136.	Initial clusters consisting of bilabials coupled with [tɕ, tɕʰ, dʑ] (with voice harmony). Low tone coincides with breathy voice on the vowel.	0	27.466667	89.641667			0
140	gLo Tibetan	loy		4	41	1	Nagano, Yasuhiko. 1982. A Historical Study of gLo Tibetan. Bulletin of the National Museum of Ethnology 7.472–513.		0	29.19537	83.94885			0
141	Nivkh (West Sakhalin)	niv		28	132	2	Shiraishi, Hidetoshi. 2006. Topics in Nivkh phonology. Groningen Dissertations in Linguistics 61		0	53.3	141.8			0
142	Bats	bbl		5	48	2	Дешериев, Ю.Д. 1953. Бацбийский язык. Фонетика, морфология, синтаксис, лексика. Москва: Издательство Академии наук СССР		0	42.0436409	45.3048537			0
143	Balti (Kharkoo)	bft		4	41	1	Bielmeier, Roland. 1985. Das Märchen vom Prinzen Čobzaṅ: eine tibetische Erzählung aus Baltistan : Text, Übersetzung, Grammatik und westtibetisch vergleichendes Glossar. Beiträge zur tibetischen Erzählforschung 6. VGH Wissenschaftsverlag.	G — glide.	0	35.241096	76.238221			0
144	Breton (Bothoa)	bre		3	7	3	Iosad, Pavel. 2012. Representation and variation in substance-free phonology: A case study in Celtic. A dissertation submitted for the degree of Philosophiæ Doctor. University of Tromsø, Center for Advanced Study in Theoretical Linguistics.		0	48.33478	-3.16123			0
