iso_code	inventory_id	name	Contributor_ID	count_phonemes	count_consonants	count_vowels	count_tones	glot_fam	pop	forty_mean	continent	names	p_a	source	wals_code	wals_value	wals_p_a	round_count_tones	lat	lon
beh	678	biali	AA	27	14	10	3	Atlantic-Congo	159080	3.897	Africa	BIALI	1	phoible	NA	NA	NA	3	11.33	1.17
bej	NA	NA	NA	NA	NA	NA	NA	Afro-Asiatic	3364000	3.819	Africa	BEDJA_BEDAWI,BEJA,BEJA_2	1	wals	bej	2	1	NA	19	36
ben	multiple	Bengali	multiple	55	37.25	17.75	0	Indo-European	242659750	3.906	W and SW Eurasia	BENGALI,BENGALI_2	0	phoible	ben	1	0	0	24	90
beq	144	Beembe	SPA	41	19	20	2	Atlantic-Congo	100000	3.651	Africa	BEEMBE,BEMBE,BEMBE_2,BEMBE_3	1	phoible	bee	2	1	2	-3.92	14.08
bev	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	130000	3.671	Africa	BETE_DALOA,BETE_DALOA_2	1	wals	bet	3	1	NA	6.25	-6.25
bex	738	jur mödö	AA	49	31	18	0	Central_Sudanic	100000	4.184	Africa	MODO	0	phoible	NA	NA	NA	0	6	30
bez	1513	Bena	GM	34	22	10	2	Atlantic-Congo	592000	4.594	Africa	BENA,BENA_2	1	phoible	NA	NA	NA	2	-9.2	35.1
bfd	662	bafut	AA	49	21	18	10	Atlantic-Congo	100000	2.706	Africa	BAFUT	1	phoible	NA	NA	NA	10	6.25	9.92
bfj	1656	Nchufie	GM	59	26	30	3	Atlantic-Congo	17000	2.5	Africa	BAFANJI	1	phoible	NA	NA	NA	3	5.85	10.45
bfl	multiple	banda	multiple	45.5	32.5	9	4	Atlantic-Congo	35500	3.492	Africa	BANDA_NDELE_NGAO,NGAO,TANGBAGO	1	phoible	NA	NA	NA	4	8.03	23.9
bfm	942	Mmen	PH	41	27	9	5	Atlantic-Congo	35000	2.9	Africa	MMEN,MMEN_2,MMEN_3,MMEN_4	1	phoible	NA	NA	NA	5	6.33	10.25
bfq	1708	Badaga	RA	38	25	13	0	Dravidian	135000	4.275	S/SE Asia	BADAGA,BADGA	0	phoible	NA	NA	NA	0	11.67	76.75
bft	multiple	Balti	multiple	46.5	35	11.5	0	Sino-Tibetan	347000	3.629	S/SE Asia	CHORBAT_BALTI,EASTERN_BALTI,KARGIL_BALTI,KHAPALU_BALTI,KHARMANG_BALTI,RONDU_BALTI,SHIGAR_BALTI,SKARDU_BALTI,WESTERN_BALTI	0	phoible	NA	NA	NA	0	35	76
bfw	multiple	Remo	multiple	41	24	17	0	Austroasiatic	9000	4.328	S/SE Asia	REMO	0	phoible	NA	NA	NA	0	18	82
bgj	1183	Bangolan	PH	40	27	9	4	Atlantic-Congo	14000	3.515	Africa	BANGOLAN,BANGOLAN_2	1	phoible	NA	NA	NA	4	6.01	10.67
bgn	multiple	Western Balochi (Lāšārī)	multiple	36	23.75	12.25	0	Indo-European	2024540	3.406	W and SW Eurasia	BALOCHI_WESTERN	0	phoible	NA	NA	NA	0	37.83	62.17
bgp	multiple	Eastern Hill Balochi	multiple	54	35	19	0	Indo-European	3050800	3.6	W and SW Eurasia	BALOCHI_EASTERN	0	phoible	NA	NA	NA	0	28	62
bgr	NA	NA	NA	NA	NA	NA	NA	Sino-Tibetan	15140	3.342	S/SE Asia	BAWM	1	wals	baw	2	1	NA	22.5	92.25
bhd	507	Bhadarwahi	EA	NA	NA	NA	0	Indo-European	53000	3.727	S/SE Asia	BHADRAWAHI	0	phoible	NA	NA	NA	0	33.15	75.55
bho	multiple	Bhojpuri	multiple	51	35	16	0	Indo-European	39445300	3.516	W and SW Eurasia	BHOIPURI,BHOJPURI	0	phoible	NA	NA	NA	0	26	84
bhq	NA	NA	NA	NA	NA	NA	0	Austronesian	130000	3.862	NG and Oceania	TUKANG_BESI_SOUTHERN	0	wals	tuk	1	0	NA	-5.75	123.75
bhs	1402	Buwal	GM	43	38	2	3	Afro-Asiatic	10000	4.088	Africa	BUWAL	1	phoible	NA	NA	NA	3	10.67	13.92
bhw	1683	Biak	GM	19	14	5	0	Austronesian	70000	3.465	S/SE Asia	BIAK,BIAK_2,NUMFOR	0	phoible	NA	NA	NA	0	-1.17	136.05
bia	2768	Badimaya	ER	23	20	3	0	Pama-Nyungan	3	4.621	Australia	BADIMAYA	0	phoible	NA	NA	NA	0	-27.67	118
bib	680	bisa	AA	41	23	15	3	Mande	640000	2.567	Africa	BISA	1	phoible	bis	1	0	3	11.5	-0.5
bim	679	bimoba	AA	44	22	18	4	Atlantic-Congo	176000	3.205	Africa	BIMOBA	1	phoible	NA	NA	NA	4	10.5	0
bin	704	ẹdo	AA	48	25	21	2	Atlantic-Congo	1641670	3.306	Africa	EDO,EDO_2,EDO_3	1	phoible	NA	NA	NA	2	6.42	5.83
bip	1251	bila	GM	33	19	9	5	Atlantic-Congo	40000	2.776	Africa	BIRA_BIP	1	phoible	NA	NA	NA	5	1	28.75
biv	1548	Birifor	GM	52	25	27	0	Atlantic-Congo	129310	3.848	Africa	BIRIFOR_SOUTHERN	0	phoible	NA	NA	NA	0	9.67	-2.67
biw	1102	Bikele	PH	55	28	23	4	Atlantic-Congo	12000	2.923	Africa	KOL	1	phoible	NA	NA	NA	4	3.67	12.75
bjg	1494	Bijogo	GM	25	18	7	0	Atlantic-Congo	33400	4.12	Africa	BIJOGO,BIJOGO_KAJOKO,BIJOGO_KAJOKO_2,BIJOGO_KAJOKO_3,BIJOGO_KAMONA	0	phoible	NA	NA	NA	0	11.33	-16
bji	1657	Burji	GM	36	26	10	0	Afro-Asiatic	70100	3.956	Africa	BURJI,BURJI_2	0	phoible	NA	NA	NA	0	5.5	37.83
bjt	1391	Balante	GM	50	33	14	3	Atlantic-Congo	96000	3.504	Africa	BALANTA_FCA,BALANTA_FCA_2,BALANTA_FCA_3,BALANTA_FCA_4,BALANTA_FCA_5,BALANTA_GANJA	1	phoible	NA	NA	NA	3	12.55	-15.65
bkc	multiple	baka	multiple	36.5	25	7	4.5	Atlantic-Congo	43200	3.658	Africa	BAKA,BAKA_2,BAKA_3,BAKA_4,BAKA_5	1	phoible	NA	NA	NA	4	2.05	15.2
bkk	1715	Brokskat	RA	56	41	15	0	Indo-European	10000	3.444	W and SW Eurasia	BROK_SKAD,BROKSKAT	0	phoible	NA	NA	NA	0	35.33	76.5
bkm	750	kom	AA	75	59	9	7	Atlantic-Congo	233000	2.928	Africa	KOM,KOM_2,KOM_3,KOM_MBIZINAKU	1	phoible	NA	NA	NA	7	6.25	10.33
bkq	NA	NA	NA	NA	NA	NA	0	Cariban	950	4.615	S America	BAKAIRI	0	wals	bki	1	0	NA	-14	-55
bkv	674	bekwarra	AA	36	23	10	3	Atlantic-Congo	100000	3.817	Africa	BEKWARRA	1	phoible	NA	NA	NA	3	6.75	8.92
blc	NA	NA	NA	NA	NA	NA	0	Salishan	17	3.987	W N America	BELLA_COOLA	0	wals	bco	1	0	NA	52.5	-126.67
blf	1676	Buol	GM	23	17	6	0	Austronesian	96000	4.647	S/SE Asia	BUOL	0	phoible	NA	NA	NA	0	1	121.5
blk	1043	Pa-O, Taungthu	PH	34	20	11	3	Sino-Tibetan	560740	2.654	S/SE Asia	KAREN_PAO	1	phoible	NA	NA	NA	3	25.35	100.32
blo	1658	Anii	GM	36	23	11	2	Atlantic-Congo	48900	3.457	Africa	ANII	1	phoible	NA	NA	NA	2	9.25	1.75
blr	1065	Blang; Plang; Bulang; Pulang; Pula; Kawa; K''ala; Kontoi'	PH	40	24	14	2	Austroasiatic	55200	2.72	S/SE Asia	PLANG	1	phoible	NA	NA	NA	2	21.57	100.13
bmi	1469	Bagirmi	GM	48	29	16	3	Central_Sudanic	44800	4.026	Africa	BAGIRMI,BAGIRMI_2	1	phoible	bag	3	1	3	11.67	16
bmo	1204	Bambalang; Círàmbɔ́	PH	57	34	18	5	Atlantic-Congo	29000	3.36	Africa	BAMBALANG	1	phoible	NA	NA	NA	5	5.86	10.54
bmr	NA	NA	NA	NA	NA	NA	NA	Boran	150	4.968	S America	MUINANE,MUINANE_2	1	wals	mui	2	1	NA	-1	-72.5
bmv	1575	Bum	GM	47	37	7	3	Atlantic-Congo	21400	2.639	Africa	BUM,BUM_A_CAMEROON	1	phoible	NA	NA	NA	3	6.49	10.41
bnm	1184	Banoo	PH	31	20	8	3	Atlantic-Congo	13750	4.317	Africa	BATANGA	1	phoible	NA	NA	NA	3	3	10
bns	1716	Bundeli	RA	55	38	17	0	Indo-European	3070000	3.978	W and SW Eurasia	BUNDELI	0	phoible	NA	NA	NA	0	25.5	78.45
bod	multiple	Tibetan	multiple	44.6	26.8	17.4	0.67	Sino-Tibetan	1186050	3.201	S/SE Asia	LHASA_TIBETAN,RANG_PAS,TIBETAN_CENTRAL,TIBETAN_LHASA,TIBETAN_WRITTEN	1	phoible	tib	2	1	1	29.65	91.1
boe	1618	Mundabli	GM	38	22	12	4	Atlantic-Congo	500	3.093	Africa	BU,BU_2,MUNDABLI	1	phoible	NA	NA	NA	4	6.58	10.25
bom	675	berom	AA	31	24	7	0	Atlantic-Congo	1000000	3.376	Africa	BEROM_F,BEROM_R,TAHOSS	0	phoible	bir	3	1	0	9.67	8.83
bor	NA	NA	NA	NA	NA	NA	0	Bororoan	1392	4.179	S America	BORORO	0	wals	brr	1	0	NA	-16	-57
box	1603	Bwamut	GM	28	17	8	3	Atlantic-Congo	268000	4.132	Africa	BWAMU,BWAMU_2	1	phoible	NA	NA	NA	3	11.67	-3.83
boz	1450	Tigemaxo Bozo	GM	36	19	14	3	Mande	118000	3.408	Africa	BOZO_TIEYAHO,BOZO_TIGEMAXO,TIEYAXO	1	phoible	NA	NA	NA	3	15	-4
bpq	1685	Banda Malay	GM	23	18	5	0	Austronesian	3690	4.815	S/SE Asia	AI_BANDA,SEKOLA_LONTHOIR_BANDA,SEKOLA_NEIRA_BANDA	0	phoible	NA	NA	NA	0	-4.52	129.77
bqc	682	boussa	AA	34	19	12	3	Mande	150000	2.731	Africa	BOKO,BOKO_2	1	phoible	NA	NA	NA	3	10.5	3.5
bqh	multiple	Baima	multiple	66	40	26	2	Sino-Tibetan	10000	3.15	S/SE Asia	NORTHERN_BAIMA,SOUTHERN_BAIMA,WUJIAO_BAIMA	1	phoible	NA	NA	NA	2	32.91	104.46
bqi	multiple	Bakhtiari	multiple	36	24	12	0	Indo-European	1000000	3.458	W and SW Eurasia	BAKHTIARI	0	phoible	NA	NA	NA	0	32.02	49.77
bqp	1252	busa	GM	31	16	12	3	Mande	15000	2.556	Africa	BUSA_NIGERIA,ILLO_BUSA	1	phoible	NA	NA	NA	3	9.67	4
bqz	multiple	Bakaka (Mwaneka)	multiple	32.33	16.67	13.67	2	Atlantic-Congo	30000	2.513	Africa	BABONG,BAKAKA,BALONDO,BANEKA,MANEHAS	1	phoible	NA	NA	NA	2	5.3	9.5
bre	multiple	Breton	multiple	54	28.5	25.5	0	Indo-European	206000	4.062	W and SW Eurasia	BRETON,BRETON_2	0	phoible	bre	1	0	0	48	-3
brh	multiple	Brahui (Jahlawān)	multiple	43	26	17	0	Dravidian	2433600	3.875	S/SE Asia	BRAHUI,BRAHUI_2	0	phoible	brh	1	0	0	28.5	67
bri	1626	Mokpwe	GM	31	22	7	2	Atlantic-Congo	20000	3.026	Africa	BAKUERI,MOKPWE	1	phoible	NA	NA	NA	2	4.25	9.25
brv	392	Bru (Western)	EA	NA	NA	NA	0	Austroasiatic	20000	3.559	S/SE Asia	BRU_WESTERN_UnnamedInSource	0	phoible	brw	1	0	0	16.75	104.75
brx	NA	NA	NA	NA	NA	NA	NA	Sino-Tibetan	1334380	4	S/SE Asia	BODO_INDIA	1	wals	bod	2	1	NA	26.83	92
bsh	362	Kati	EA	NA	NA	NA	0	Indo-European	134010	3.229	S/SE Asia	EASTERN_KATIVIRI	0	phoible	NA	NA	NA	0	35.5	70
bsi	1559	Bassossi	GM	34	20	12	2	Atlantic-Congo	5000	2.564	Africa	MIENGE	1	phoible	NA	NA	NA	2	5.33	9.5
bsk	multiple	Burushaski	multiple	52	38	13.25	0.43	Burushaski	96800	3.617	S/SE Asia	BURUSHASKI,BURUSHASKI_2,CENTRAL_YASIN_BURUSHASKI,GANISH_HUNZA_BURUSHASKI,HAIDERABAD_HUNZA_BURUSHASKI,HOPER_NAGAR_BURUSHASKI,HUSSAINABAD_HUNZA_BURUSHASKI,MURTAZABAD_HUNZA_BURUSHASKI,NAZIMABAD_HUNZA_BURUSHASKI,UYUM_NAGAR_BURUSHASKI	1	phoible	bur	1	0	0	36.5	74.5
bsq	671	bassa	AA	36	22	7	7	Atlantic-Congo	653730	2.903	Africa	BASSA,BASSA_2,BASSA_3	1	phoible	NA	NA	NA	7	6	-9.5
bss	multiple	akɔɔse	multiple	38	20	15	3	Atlantic-Congo	100000	2.525	Africa	BAKOSSI,ELUNG,NNINONG	1	phoible	NA	NA	NA	3	4.8	9.62
btx	1665	Karo Batak	GM	24	16	8	0	Austronesian	600000	4.176	S/SE Asia	KARO_BATAK	0	phoible	bkr	1	0	0	3.25	98.25
bud	multiple	bassar	multiple	34.33	21	10.33	3	Atlantic-Congo	329000	4.95	Africa	BASSARI	1	phoible	NA	NA	NA	3	10.08	0.5
bug	1694	Bugis	GM	25	19	6	0	Austronesian	5017800	4.145	S/SE Asia	BUGINESE,SOPPENG_BUGINESE	0	phoible	NA	NA	NA	0	-4	120
bul	multiple	Bulgarian	multiple	40.67	32.33	8.33	0	Indo-European	8030650	4.154	W and SW Eurasia	BULGARIAN,BULGARIAN_2	0	phoible	bul	1	0	0	42.5	25
bum	684	bulu	AA	36	24	7	5	Atlantic-Congo	1658000	2.872	Africa	BULU,BUM_B_CAMEROON	1	phoible	NA	NA	NA	5	3	11
bun	1321	Sherbro	GM	31	24	7	0	Atlantic-Congo	178000	3.391	Africa	SHERBRO,SHERBRO_2	0	phoible	NA	NA	NA	0	7.5	-12.5
buu	1336	Kibudu	GM	43	31	9	3	Atlantic-Congo	180000	3.319	Africa	BUDU,BUDU_2	1	phoible	NA	NA	NA	3	2	28
buy	1322	Mmani	GM	36	22	14	0	Atlantic-Congo	6100	3.11	Africa	MMANI,MMANI_2,SEI	0	phoible	NA	NA	NA	0	8.48	-13.11
bvi	1435	Belanda Viri	GM	43	28	10	5	Atlantic-Congo	16000	3.145	Africa	BELANDA_VIRI	1	phoible	NA	NA	NA	5	6.75	27.5
bvr	2629	Burarra	ER	26	21	5	0	Maningrida	1070	5.632	Australia	BURARRA	0	phoible	bua	1	0	0	-12.25	134.58
bvx	1247	babole	GM	31	21	6	4	Atlantic-Congo	4000	3.598	Africa	BABOLE_DZEKE,BABOLE_IMPFONDO,BOTONGO_DIBOLE,DZEKE_DIBOLE,EDZAMA_DIBOLE,KINAMI_DIBOLE,MOUNDA_DIBOLE	1	phoible	NA	NA	NA	4	1.08	17.25
bwo	multiple	Boro	multiple	28.5	19	7	2.5	Ta-Ne-Omotic	38180	3.975	Africa	SHINASSHA,SHINASSHA_2	1	phoible	NA	NA	NA	2	10.42	36.17
bwt	926	Bafo	PH	47	27	16	4	Atlantic-Congo	8400	2.95	Africa	BAFAW,BAFAW_BALONG	1	phoible	NA	NA	NA	4	4.7	9.47
bwu	1390	Buli	GM	46	23	13	10	Atlantic-Congo	168000	4.156	Africa	BULI_2,BULI_GHANA	1	phoible	NA	NA	NA	10	10.55	-1.25
bxb	1434	Belanda Boor	GM	38	25	10	3	Nilotic	8000	3.375	Africa	BELANDA_BOR	1	phoible	NA	NA	NA	3	6.52	27.89
bxr	multiple	Buriat (Standard)	multiple	45	27	18	0	Mongolic	219000	4.513	N-C Asia	BURIAT_RUSSIA,BURIAT_RUSSIA_2	0	phoible	NA	NA	NA	0	51	106
byh	multiple	Bhujel	multiple	47	31	16	0	Sino-Tibetan	23290	3.157	S/SE Asia	BUJHYAL	0	phoible	NA	NA	NA	0	28.01	84.51
bym	multiple	Bidyara	multiple	19	15.8	3.2	0	Pama-Nyungan	NA	4.694	Australia	BIDJARA	0	phoible	NA	NA	NA	0	-25.17	146
byn	1332	Blin	GM	38	31	7	0	Afro-Asiatic	112000	4.094	Africa	BILIN,BILIN_2	0	phoible	NA	NA	NA	0	15.75	38.5
byx	NA	NA	NA	NA	NA	NA	0	Baining	6350	5.689	NG and Oceania	QAGET,QAGET_2,QAQET	0	wals	bng	1	0	NA	-4.58	152
bza	667	bandi	AA	48	23	21	4	Mande	143000	4.072	Africa	BANDI,BANDI_2	1	phoible	NA	NA	NA	4	8.08	-10.25
bzr	multiple	Barna	multiple	18	15	3	0	Pama-Nyungan	NA	4.776	Australia	BIRI,BIRRI_AUSTRALIA,WIRRI	0	phoible	NA	NA	NA	0	-20.15	146.67
bzx	683	bozo	AA	34	20	14	0	Mande	30000	3.75	Africa	BOZO_HAINYAHO,BOZO_HAINYAXO	0	phoible	NA	NA	NA	0	13.92	-5.5
cad	NA	NA	NA	NA	NA	NA	NA	Caddoan	25	5.075	E N America	CADDO	1	wals	cad	2	1	NA	33.33	-93.5
cag	NA	NA	NA	NA	NA	NA	0	Matacoan	10320	4.4	S America	NIVACLE	0	wals	chu	1	0	NA	-23.5	-60.5
cao	121	Chacobo	SPA	21	17	4	0	Pano-Tacanan	380	4.514	S America	CHACOBO	0	phoible	NA	NA	NA	0	-12.17	-66.75
car	116	Carib	SPA	28	16	12	0	Cariban	8558	4.628	S America	KALINA	0	phoible	car	1	0	0	5.5	-56
cat	multiple	Catalan (Southern Valencian)	multiple	34.67	25	9.67	0	Indo-European	4053310	3.811	W and SW Eurasia	BALEAR_CATALAN,CATALAN,CATALAN_2,CATALAN_3,VALENCIAN	0	phoible	ctl	1	0	0	39.57	2.65
cbi	101	Cayapa	SPA	28	24	4	0	Barbacoan	5870	4	S America	CAYAPA	0	phoible	NA	NA	NA	0	0.67	-79
cbn	NA	NA	NA	NA	NA	NA	NA	Austroasiatic	1500	3.987	S/SE Asia	NYAKUR,NYAKUR_2	1	wals	nkt	2	1	NA	15.67	101.67
cbv	NA	NA	NA	NA	NA	NA	NA	Kakua-Nukak	220	3.362	S America	CACUA,KAKUA	1	wals	cac	2	1	NA	1.08	-70
cde	2474	Nyinpa Cone	EA	70	46	24	0	Dravidian	26000	4.37	S/SE Asia	CHENCHU	0	phoible	NA	NA	NA	0	15.88	79.25
cdn	1717	Chandangs and Byangs	RA	42	34	8	0	Sino-Tibetan	1830	3.527	S/SE Asia	CHAUDANGSI	0	phoible	NA	NA	NA	0	29.7	80.48
cdo	multiple	Min Dong Chinese (Fuzhou)	multiple	35	15	20	3.5	Sino-Tibetan	9117520	4.184	S/SE Asia	FUZHOU,FUZHOU_CHINESE,MINEAST_FUZHOU,MINEAST_GUTIAN	1	phoible	fuz	3	1	4	26	119.5
ceb	multiple	Cebuano	multiple	20	17	3	0	Austronesian	15935600	4.471	S/SE Asia	CEBUANO	0	phoible	NA	NA	NA	0	10	124
ces	multiple	Czech (Bohemian)	multiple	40	27	13	0	Indo-European	10691480	4.2	W and SW Eurasia	CZECH,CZECH_2	0	phoible	NA	NA	NA	0	50	15
cgg	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	2390000	3.562	Africa	CHIGA,NKORE_KIGA	1	wals	nko	2	1	NA	-1	29.85
cha	38	Chamorro	SPA	36	30	6	0	Austronesian	64300	5.3	S/SE Asia	CHAMORRO	0	phoible	cha	1	0	0	13.45	144.75
che	multiple	Chechen (Pẋarçxoy Äqqiy)	multiple	66.25	39	27.25	0	Nakh-Daghestanian	1503680	3.492	W and SW Eurasia	AKKIN_CHECHEN,CHECHEN,CHECHEN_2	0	phoible	NA	NA	NA	0	43.25	46.58
chf	85	Chontal	SPA	37	25	12	0	Mayan	37100	3.736	C America	CHONTAL_TABASCO	0	phoible	NA	NA	NA	0	18.17	-92.58
chl	NA	NA	NA	NA	NA	NA	0	Uto-Aztecan	6	4.378	C America	CAHUILLA	0	wals	cah	1	0	NA	33.5	-116.25
chp	63	Chipewyan	SPA	61	39	18	4	Athabaskan-Eyak-Tlingit	10700	2.971	W N America	CHIPEWYAN	1	phoible	chp	2	1	4	59	-106
chr	NA	NA	NA	NA	NA	NA	NA	Iroquoian	12300	5.949	E N America	CHEROKEE	1	wals	che	2	1	NA	35.5	-83.5
chv	multiple	Chuvash	multiple	39	30	9	0	Turkic	1082270	3.831	N-C Asia	CHUVASH,CHUVASH_2	0	phoible	chv	1	0	0	55.5	47.5
chx	multiple	Chantyal	multiple	48	21	27	0	Sino-Tibetan	4280	3.408	S/SE Asia	CHANTYAL	0	phoible	NA	NA	NA	0	28.58	83.42
cic	NA	NA	NA	NA	NA	NA	0	Muskogean	75	5.256	E N America	CHICKASAW	0	wals	cck	1	0	NA	34	-88
cja	29	Cham	SPA	35	24	9	2	Austronesian	246000	4	S/SE Asia	CHAM_WESTERN	1	phoible	chw	2	1	2	12	105
cjh	NA	NA	NA	NA	NA	NA	0	Salishan	NA	4.526	W N America	CHEHALIS_UPPER	0	wals	chl	1	0	NA	46.58	-123
cjm	1671	Phan Rang Cham (Eastern Cham)	GM	30	21	9	0	Austronesian	72900	4.258	S/SE Asia	CHAM_EASTERN	0	phoible	NA	NA	NA	0	11.33	108.5
cjs	396	Shor	EA	NA	NA	NA	0	Turkic	2840	3.855	N-C Asia	SHOR	0	phoible	NA	NA	NA	0	53	88
cjy	480	Jin	EA	NA	NA	NA	5	Sino-Tibetan	46500000	2.802	S/SE Asia	JIN_CHANGZHI,JIN_DAIXIAN,JIN_DATONG,JIN_FENYANG,JIN_GAOPING,JIN_HESHUN,JIN_JINCHENG,JIN_LANXIAN,JIN_LINGCHUAN,JIN_LINXIAN_SHANXI,JIN_LINZHOU,JIN_LISHI,JIN_LOUFAN,JIN_PINGDING,JIN_PINGSHUN,JIN_PINGYAO,JIN_QINGXU,JIN_QINXIAN,JIN_QIXIAN,JIN_SHANYIN,JIN_SHILOU,JIN_SHUOZHOU,JIN_TAIGU,JIN_TAIYUAN_1,JIN_TAIYUAN_2,JIN_TIANZHEN,JIN_WENSHUI,JIN_WUTAI,JIN_WUZHAI,JIN_XIAOYI,JIN_XINZHOU,JIN_XIXIAN,JIN_YANGCHENG,JIN_ZHANGZI	1	phoible	NA	NA	NA	5	36.19	113.11
ckb	multiple	Kurdish (Sorani)	multiple	39	31	8	0	Indo-European	7250000	3.708	W and SW Eurasia	KURDISH_CENTRAL	0	phoible	krd	1	0	0	36	44
cko	multiple	anufɔ	multiple	51	33.5	15.5	2	Atlantic-Congo	177200	4.092	Africa	ANUFO	1	phoible	NA	NA	NA	2	10.08	0.25
ckt	multiple	Chukchi	multiple	21	14.5	6.5	0	Chukotko-Kamchatkan	5100	6.463	N-C Asia	CHUKCHEE,CHUKCHEE_2	0	phoible	chk	1	0	0	65	177
cku	1106	Koasati	PH	25	15	6	4	Muskogean	370	5.141	E N America	KOASATI	1	phoible	koa	3	1	4	34.83	-85.17
cld	357	Alqosh Neo-Aramaic	EA	NA	NA	NA	0	Afro-Asiatic	225350	4.525	W and SW Eurasia	ARAMAIC	0	phoible	NA	NA	NA	0	36	43
cle	NA	NA	NA	NA	NA	NA	NA	Otomanguean	2000	3.264	C America	LEALAO_CHINANTEC	1	wals	cle	3	1	NA	17.33	-95.92
clw	398	Chulym	EA	NA	NA	NA	0	Turkic	44	3.48	N-C Asia	MIDDLE_CHULYM	0	phoible	NA	NA	NA	0	54.33	89.67
cme	685	cerma	AA	46	21	21	4	Atlantic-Congo	53600	4.724	Africa	KIRMA	1	phoible	NA	NA	NA	4	10.25	-4.83
cmn	multiple	Mandarin Chinese	multiple	46	25.33	18	3	Sino-Tibetan	908762230	2.844	S/SE Asia	HUI_SHEXIAN,HUI_SHEXIANHONGCUN,JIN_ERLIANHAOTE,JIN_FENXI,JIN_HANDAN,JIN_HUHEHAOTE,JIN_JINING_NEIMENGGU,JIN_LINHE,JIN_LINXIAN_HENAN,JIN_PINGSHAN,JIN_SUIDE,JIN_YANGQU,JIN_YANGYUAN,JIN_ZHANGJIAKOU,KUNMING_MANDARIN,MANDARIN,MANDARIN_2,MANDARIN_3,MANDARIN_ANQING,MANDARIN_BAICHENG,MANDARIN_BAIHE,MANDARIN_BAODING,MANDARIN_BAOJI,MANDARIN_BEIJING,MANDARIN_BIJIE,MANDARIN_CANGZHOU,MANDARIN_CHANGCHUN,MANDARIN_CHANGDE,MANDARIN_CHENGDE,MANDARIN_CHENGDU,MANDARIN_CHIFENG,MANDARIN_CHONGQING,MANDARIN_DAGUAN,MANDARIN_DALI,MANDARIN_DALIAN,MANDARIN_DAMING,MANDARIN_DANDONG,MANDARIN_DAXIAN,MANDARIN_DEZHOU,MANDARIN_DINGTAO,MANDARIN_DUNHUANG,MANDARIN_FUYANG,MANDARIN_GANSULIXIAN,MANDARIN_GUANGLING,MANDARIN_GUILIN,MANDARIN_GUIYANG_GUIZHOU,MANDARIN_HAILAER,MANDARIN_HAMI,MANDARIN_HANYUAN,MANDARIN_HANZHONG,MANDARIN_HARBIN,MANDARIN_HEFEI,MANDARIN_HEIHE,MANDARIN_HONGAN,MANDARIN_HUOZHOU,MANDARIN_JIAMUSI,MANDARIN_JINAN,MANDARIN_JINING_SHANDONG,MANDARIN_JINZHOU,MANDARIN_JISHOU,MANDARIN_JIXIAN,MANDARIN_KUNMING,MANDARIN_LAIZHOU,MANDARIN_LANGFANG,MANDARIN_LANZHOU,MANDARIN_LIANSHUI,MANDARIN_LIANYUNGANG,MANDARIN_LIAOCHENG,MANDARIN_LIJIN,MANDARIN_LINFEN,MANDARIN_LINGBAO,MANDARIN_LIPING,MANDARIN_LIUZHOU,MANDARIN_LUOSHAN,MANDARIN_LUOYANG,MANDARIN_MENGZI,MANDARIN_MUPING,MANDARIN_NANCHONG,MANDARIN_NANJING,MANDARIN_NANTONG,MANDARIN_QINGDAO,MANDARIN_QIQIHAER,MANDARIN_RONGCHENG,MANDARIN_SHANGQIU,MANDARIN_SHENYANG,MANDARIN_SHIJIAZHUANG,MANDARIN_SHOUGUANG,MANDARIN_TANCHENG,MANDARIN_TANGSHAN,MANDARIN_TIANJIN,MANDARIN_TIANMEN,MANDARIN_TIANSHUI,MANDARIN_TONGHUA,MANDARIN_URUMQI,MANDARIN_WANRONG,MANDARIN_WENSHANG,MANDARIN_WENXI,MANDARIN_WUHAN,MANDARIN_WUHU,MANDARIN_WUMING,MANDARIN_XIAN,MANDARIN_XIANGFAN,MANDARIN_XICHANG,MANDARIN_XINING,MANDARIN_XINJIANG,MANDARIN_XINYANG,MANDARIN_XISHUI,MANDARIN_XUZHOU,MANDARIN_YANGGU,MANDARIN_YANGZHOU,MANDARIN_YANTAI,MANDARIN_YICHANG,MANDARIN_YINCHUAN,MANDARIN_YONGJI,MANDARIN_YUANYANG,MANDARIN_YUNCHENG,MANDARIN_YUNLIAN,MANDARIN_ZHAOTONG,MANDARIN_ZHENGZHOU,MANDARIN_ZHUCHENG,MANDARIN_ZIGONG,MANDARIN_ZUNYI	1	phoible	mnd	3	1	3	29.86	118.41
cng	multiple	Northern Qiang (Yadu)	multiple	68	39	29	0.5	Sino-Tibetan	57800	3.244	S/SE Asia	MAWO_QIANG,QIANG_YADU	1	phoible	NA	NA	NA	0	32.06	103.17
cni	110	Campa	SPA	21	17	4	0	Arawakan	35200	6.757	S America	ASHANINKA	0	phoible	cax	1	0	0	-12	-74
cns	NA	NA	NA	NA	NA	NA	0	Nuclear_Trans_New_Guinea	7000	3.75	NG and Oceania	ASMAT_CENTRAL	0	wals	asm	1	0	NA	-5.5	138.5
coc	NA	NA	NA	NA	NA	NA	0	Cochimi-Yuman	490	3.931	C America	COCOPA	0	wals	ccp	1	0	NA	32.33	-115
